"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  食料品","人","","","","1567.0","2118.0","2162.0","2341.0","2411.0","1878.0","1741.0","1867.0","2248.0","1977.0","1733.0","1733.0","1807.0","1667.0","1564.0","1754.0","1670.0","1996.0","1837.0","2014.0","1586.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  飲料･たばこ","人","","","","236.0","332.0","343.0","433.0","291.0","258.0","280.0","221.0","267.0","226.0","276.0","276.0","324.0","217.0","242.0","159.0","177.0","174.0","238.0","168.0","170.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  繊維工業","人","","","","1128.0","1764.0","2003.0","2056.0","1593.0","1238.0","922.0","986.0","1268.0","1073.0","723.0","723.0","687.0","614.0","423.0","514.0","608.0","544.0","474.0","428.0","325.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  衣服･その他","人","","","","2304.0","2656.0","2578.0","2484.0","1809.0","1572.0","1513.0","1423.0","1438.0","1381.0","1089.0","1089.0","1114.0","818.0","590.0","447.0","460.0","388.0","506.0","562.0","628.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  木材･木製品","人","","","","830.0","1120.0","1138.0","1105.0","1003.0","790.0","767.0","629.0","722.0","472.0","352.0","352.0","342.0","339.0","241.0","263.0","239.0","266.0","274.0","210.0","132.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  家具･装備品","人","","","","528.0","523.0","508.0","481.0","434.0","494.0","492.0","494.0","434.0","378.0","341.0","341.0","300.0","347.0","296.0","304.0","297.0","295.0","272.0","255.0","165.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  パルプ･紙","人","","","","114.0","159.0","181.0","160.0","148.0","125.0","95.0","74.0","86.0","93.0","124.0","124.0","111.0","139.0","76.0","99.0","79.0","128.0","183.0","138.0","77.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  出版･印刷","人","","","","238.0","305.0","356.0","345.0","329.0","229.0","232.0","221.0","266.0","236.0","183.0","183.0","265.0","225.0","258.0","228.0","239.0","228.0","160.0","91.0","82.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  化学工業","人","","","","261.0","428.0","680.0","616.0","396.0","260.0","344.0","308.0","454.0","603.0","372.0","372.0","461.0","525.0","338.0","405.0","659.0","646.0","553.0","682.0","567.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  石油･石炭","人","","","","15.0","13.0","10.0","12.0","26.0","15.0","37.0","42.0","27.0","27.0","7.0","7.0","14.0","7.0","6.0","1.0","4.0","10.0","39.0","8.0","7.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  プラスチック","人","","","","430.0","575.0","741.0","707.0","542.0","547.0","345.0","305.0","361.0","347.0","311.0","311.0","267.0","397.0","263.0","255.0","336.0","394.0","447.0","373.0","271.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  ゴム製品","人","","","","170.0","209.0","164.0","188.0","175.0","124.0","118.0","122.0","113.0","163.0","86.0","86.0","150.0","109.0","52.0","154.0","90.0","125.0","189.0","97.0","60.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  窯業･土石","人","","","","405.0","538.0","532.0","604.0","429.0","317.0","310.0","223.0","185.0","188.0","108.0","108.0","133.0","191.0","150.0","143.0","142.0","134.0","192.0","159.0","76.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  鉄鋼業","人","","","","341.0","434.0","392.0","407.0","328.0","186.0","174.0","247.0","218.0","281.0","117.0","117.0","94.0","184.0","138.0","143.0","323.0","418.0","817.0","659.0","485.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  非鉄金属","人","","","","85.0","52.0","71.0","67.0","39.0","51.0","85.0","67.0","14.0","36.0","21.0","21.0","14.0","46.0","3.0","6.0","11.0","40.0","45.0","37.0","22.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  金属製品","人","","","","801.0","961.0","14797.0","1599.0","1293.0","986.0","829.0","732.0","1103.0","965.0","639.0","639.0","495.0","616.0","390.0","367.0","468.0","631.0","745.0","811.0","524.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_　機械器具","人","","","","1646.0","2869.0","3227.0","3142.0","2116.0","1374.0","1470.0","1286.0","1765.0","1656.0","1071.0","1071.0","1261.0","1215.0","758.0","955.0","1161.0","1238.0","1418.0","1764.0","952.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_　機械器具_一般機械器具","人","","","","656.0","1104.0","1285.0","1569.0","1053.0","774.0","734.0","630.0","823.0","727.0","475.0","475.0","426.0","489.0","332.0","397.0","467.0","549.0","827.0","948.0","391.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_　機械器具_電気機械器具","人","","","","778.0","1359.0","1192.0","1079.0","634.0","316.0","419.0","374.0","559.0","621.0","409.0","409.0","606.0","554.0","310.0","442.0","548.0","548.0","361.0","361.0","257.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_　機械器具_輸送用機械器具","人","","","","130.0","181.0","617.0","395.0","359.0","209.0","232.0","224.0","250.0","237.0","108.0","108.0","128.0","86.0","45.0","35.0","77.0","79.0","177.0","409.0","237.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_　機械器具_精密機械器具","人","","","","82.0","225.0","133.0","99.0","70.0","75.0","85.0","58.0","133.0","71.0","79.0","79.0","101.0","86.0","71.0","81.0","69.0","62.0","53.0","46.0","67.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_  その他製造業","人","","","","636.0","743.0","703.0","728.0","602.0","599.0","553.0","603.0","561.0","577.0","335.0","335.0","554.0","339.0","228.0","187.0","212.0","267.0","268.0","315.0","197.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_電気･ガス･水道業","人","","","","23.0","26.0","39.0","40.0","3112.0","25.0","19.0","38.0","61.0","54.0","53.0","53.0","29.0","29.0","28.0","13.0","18.0","14.0","21.0","18.0","35.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_運輸･通信業","人","","","","2805.0","3542.0","3788.0","3417.0","13227.0","2717.0","3259.0","3124.0","3318.0","3235.0","2957.0","2957.0","3071.0","3092.0","3243.0","3624.0","3921.0","4136.0","","","","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_情報通信業","","","","","","","","","","","","","","","","","","","","","","","1353.0","1432.0","1217.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_運輸業","","","","","","","","","","","","","","","","","","","","","","","4090.0","3789.0","2987.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_卸売･小売業,飲食店","人","","","","10478.0","13652.0","14165.0","13466.0","1568.0","1011.0","10635.0","10850.0","12388.0","12485.0","12775.0","12775.0","12138.0","13226.0","13180.0","12721.0","14224.0","17199.0","10890.0","9990.0","9387.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_金融･保険業","人","","","","1074.0","1276.0","1158.0","1479.0","1568.0","1190.0","1558.0","1391.0","1734.0","1955.0","1894.0","1894.0","1377.0","1534.0","1719.0","1984.0","1372.0","1614.0","","","","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_不動産業","人","","","","223.0","310.0","404.0","295.0","382.0","319.0","321.0","272.0","356.0","387.0","382.0","382.0","439.0","366.0","416.0","465.0","556.0","612.0","","","","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_サ－ビス業","人","","","","9310.0","12407.0","13237.0","13499.0","13850.0","12557.0","11793.0","12319.0","13960.0","13759.0","13113.0","13113.0","15174.0","17143.0","17703.0","18725.0","21517.0","24022.0","","","","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_公務","人","","","","45.0","100.0","157.0","171.0","179.0","161.0","145.0","232.0","246.0","285.0","532.0","532.0","259.0","363.0","512.0","498.0","616.0","691.0","","","","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_規模別","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_規模別_ 29人以下","人","","","","27858.0","36337.0","38788.0","36838.0","33730.0","29765.0","29057.0","29277.0","32802.0","30835.0","29025.0","29025.0","29746.0","31369.0","30952.0","31615.0","35001.0","40144.0","39783.0","36150.0","30833.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_規模別_ 30～ 99人","人","","","","9228.0","12547.0","12983.0","13532.0","12640.0","10501.0","10155.0","10292.0","12316.0","11982.0","10419.0","10419.0","10663.0","11296.0","11368.0","11703.0","13502.0","14847.0","16739.0","18594.0","15600.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_規模別_100～299人","人","","","","3212.0","4113.0","4895.0","5420.0","5310.0","3548.0","4164.0","4185.0","4614.0","4956.0","4081.0","4081.0","3853.0","4326.0","3979.0","4381.0","5447.0","6147.0","6901.0","8426.0","7993.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_規模別_300～499人","人","","","","524.0","494.0","600.0","551.0","485.0","368.0","156.0","471.0","387.0","531.0","571.0","571.0","785.0","881.0","686.0","796.0","791.0","1138.0","1226.0","1084.0","1214.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_規模別_500～999人","人","","","","154.0","549.0","515.0","867.0","1064.0","651.0","572.0","672.0","816.0","758.0","408.0","408.0","497.0","418.0","511.0","440.0","357.0","709.0","557.0","401.0","437.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_規模別_1,000人以上","人","","","","29.0","5.0","118.0","150.0","173.0","92.0","65.0","38.0","120.0","91.0","150.0","150.0","154.0","141.0","134.0","93.0","114.0","213.0","398.0","598.0","1613.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-09 一般職業紹介 中高年齢者_有効求職者数（A)_総数","人","74091.0","76193.0","69420.0","63319.0","60915.0","53503.0","50788.0","54308.0","61526.0","63379.0","70717.0","72938.0","76470.0","89146.0","85261.0","87245.0","93112.0","85451.0","75689.0","60482.0","52864.0","49404.0","46222.0","46689.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_有効求職者数（A)_男","人","46662.0","47737.0","44540.0","40080.0","37990.0","34698.0","33850.0","36615.0","41132.0","42989.0","49282.0","48998.0","53042.0","61172.0","58788.0","60336.0","64466.0","62572.0","54314.0","44357.0","39557.0","36162.0","33661.0","34382.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_有効求職者数（A)_女","人","27429.0","28456.0","24880.0","23239.0","22925.0","18805.0","16938.0","17693.0","20394.0","20390.0","21435.0","23940.0","23428.0","27974.0","26473.0","26909.0","28646.0","22879.0","21375.0","16125.0","13307.0","13242.0","12561.0","12307.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_新規求職申込件数_総数","件","11488.0","11041.0","10017.0","10111.0","9012.0","7980.0","7752.0","8436.0","9180.0","9884.0","10320.0","10339.0","11534.0","12656.0","12746.0","13465.0","14334.0","14212.0","13920.0","11199.0","10338.0","9817.0","9484.0","10050.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_新規求職申込件数_男","件","7461.0","7449.0","6550.0","6591.0","5914.0","5405.0","5380.0","5808.0","6250.0","6793.0","7383.0","7281.0","7968.0","8806.0","9109.0","9396.0","10303.0","10273.0","10030.0","8381.0","7680.0","7162.0","6836.0","7220.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_新規求職申込件数_女","件","4027.0","3592.0","3467.0","3520.0","3098.0","2575.0","2372.0","2628.0","2930.0","3091.0","2937.0","3058.0","3566.0","3850.0","3637.0","4069.0","4031.0","3939.0","3890.0","2818.0","2658.0","2655.0","2648.0","2830.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_就職件数（Ｂ）_総数","件","1434.0","1479.0","1636.0","2144.0","1863.0","1496.0","1417.0","1500.0","1630.0","2112.0","2142.0","2208.0","2018.0","2020.0","2245.0","2424.0","2371.0","2462.0","2855.0","2774.0","2478.0","2416.0","2619.0","2596.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_就職件数（Ｂ）_男","件","965.0","1032.0","1112.0","1437.0","1268.0","1114.0","1038.0","1096.0","1180.0","1543.0","1614.0","1642.0","1458.0","1577.0","1728.0","1875.0","1878.0","1979.0","2288.0","2177.0","1843.0","1727.0","1801.0","1749.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_就職件数（Ｂ）_女","件","469.0","447.0","524.0","707.0","595.0","382.0","379.0","404.0","450.0","569.0","528.0","566.0","560.0","443.0","517.0","549.0","493.0","483.0","567.0","597.0","635.0","689.0","818.0","847.0","",""
"Ｃ-09 一般職業紹介 中高年齢者_就職率（Ｂ／Ａ×１００）_総数","%","1.9354577479046036","1.9411232002939902","2.3566695476807835","3.386029469827382","3.0583600098497907","2.796104891314506","2.7900291407419076","2.762024011195404","2.6492864805123038","3.3323340538664223","3.0289746454176503","3.027228605116674","2.6389433764875116","2.2659457519125925","2.6330913313238176","2.7783827153418534","2.5","2.9","3.8","4.6","4.7","4.9","5.7","5.6","","1.0"
"Ｃ-09 一般職業紹介 中高年齢者_就職率（Ｂ／Ａ×１００）_男","%","2.068063949252068","2.1618451096633637","2.4966322406825325","3.585329341317365","3.337720452750724","3.210559686437259","3.066469719350074","2.9933087532432063","2.8688126033258774","3.589290283560911","3.275029422507204","3.351157190089391","2.748765129520003","2.5779768521545803","2.9393753827311695","3.1075974542561653","2.9","3.2","4.2","4.9","4.7","4.8","5.4","5.1","","1.0"
"Ｃ-09 一般職業紹介 中高年齢者_就職率（Ｂ／Ａ×１００）_女","%","1.7098691166283861","1.5708462187236434","2.1061093247588425","3.042299582598219","2.595419847328244","2.031374634405743","2.2375723225882633","2.2833889108687053","2.206531332744925","2.790583619421285","2.463261021693492","2.364243943191312","2.3903022024927436","1.5836133552584544","1.9529331771994107","2.0402095953026866","1.7","2.1","2.7","3.7","4.8","5.2","6.5","6.9","","1.0"
"","","","","","","","","","","","","","","","","","","","","",""," ","","","","",""
"Ｃ-10 障害者職業紹介_年度末現在有効求職者_身体障害者","人","789.0","914.0","740.0","735.0","785.0","717.0","546.0","657.0","772.0","847.0","846.0","916.0","1066.0","967.0","1083.0","1136.0","1156.0","1156.0","1292.0","1059.0","1046.0","903.0","853.0","887.0","",""
"Ｃ-10 障害者職業紹介_年度末現在有効求職者_知的障害者","人","","","","","","","","","","","","","","","","211.0","269.0","252.0","295.0","320.0","285.0","227.0","260.0","288.0","",""
"Ｃ-10 障害者職業紹介_年度末現在有効求職者_知的障害者＋その他の障害者","人","113.0","133.0","140.0","135.0","157.0","133.0","146.0","162.0","181.0","214.0","226.0","258.0","293.0","275.0","275.0","","","","","","","","","","",""
"Ｃ-10 障害者職業紹介_年度末現在有効求職者_その他の障害者","人","","","","","","","","","","","","","","","","89.0","103.0","111.0","142.0","133.0","133.0","119.0","175.0","249.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-10 障害者職業紹介_新規求職申込件数_身体障害者","件","455.0","367.0","285.0","330.0","301.0","413.0","432.0","427.0","472.0","434.0","475.0","486.0","592.0","524.0","479.0","562.0","512.0","568.0","505.0","469.0","477.0","548.0","478.0","418.0","",""
"Ｃ-10 障害者職業紹介_新規求職申込件数_知的障害者","件","","","","","","","","","","","","","","","","109.0","132.0","107.0","132.0","123.0","123.0","199.0","182.0","153.0","",""
"Ｃ-10 障害者職業紹介_新規求職申込件数_知的障害者＋その他の障害者","件","65.0","65.0","31.0","35.0","46.0","62.0","100.0","100.0","95.0","105.0","133.0","156.0","188.0","157.0","148.0","","","","","","","","","","",""
"Ｃ-10 障害者職業紹介_新規求職申込件数_その他の障害者","件","","","","","","","","","","","","","","","","53.0","46.0","47.0","55.0","40.0","70.0","140.0","153.0","185.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-10 障害者職業紹介_就職件数_身体障害者","件","106.0","106.0","141.0","151.0","142.0","159.0","180.0","164.0","124.0","158.0","165.0","162.0","133.0","148.0","184.0","181.0","152.0","168.0","177.0","182.0","208.0","231.0","198.0","171.0","",""
"Ｃ-10 障害者職業紹介_就職件数_知的障害者","件","","","","","","","","","","","","","","","","76.0","55.0","52.0","78.0","78.0","73.0","74.0","98.0","93.0","",""
"Ｃ-10 障害者職業紹介_就職件数_知的障害者＋その他の障害者","件","29.0","29.0","23.0","27.0","32.0","45.0","59.0","60.0","47.0","64.0","72.0","77.0","68.0","74.0","74.0","","","","","","","","","","",""
"Ｃ-10 障害者職業紹介_就職件数_その他の障害者","件","","","","","","","","","","","","","","","","19.0","22.0","12.0","20.0","27.0","24.0","51.0","63.0","83.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-11 日雇職業紹介_新規求職申込件数","件","39.0","94.0","9.0","61.0","44.0","54.0","19.0","8.0","29.0","20.0","12.0","17.0","32.0","36.0","37.0","43.0","57.0","64.0","82.0","67.0","62.0","58.0","236.0","81.0","",""
"Ｃ-11 日雇職業紹介_有効求職者数","人","14566.0","12599.0","10339.0","8209.0","6703.0","6554.0","5955.0","5657.0","5024.0","4493.0","3053.0","1116.0","761.0","631.0","551.0","525.0","475.0","520.0","560.0","651.0","567.0","572.0","857.0","544.0","",""
"Ｃ-11 日雇職業紹介_新規求人延数","人","533.0","412.0","334.0","322.0","210.0","210.0","233.0","230.0","209.0","229.0","224.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","",""
"Ｃ-11 日雇職業紹介_就労実人員","人","6510.0","4536.0","2947.0","2522.0","1998.0","1472.0","1006.0","897.0","914.0","623.0","510.0","366.0","275.0","202.0","158.0","93.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","",""
"Ｃ-11 日雇職業紹介_就労延数","人","116618.0","86011.0","59024.0","50314.0","38142.0","27823.0","18590.0","17192.0","14923.0","11080.0","8403.0","5756.0","4368.0","3176.0","2476.0","1458.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","",""
"Ｃ-11 日雇職業紹介_不就労延数","人","40122.0","23111.0","11631.0","9418.0","9286.0","6752.0","5251.0","2603.0","10166.0","13661.0","8877.0","2127.0","2078.0","1802.0","2367.0","2488.0","2632.0","2663.0","2444.0","2426.0","3401.0","3359.0","3541.0","3146.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-12 新規学卒者職業紹介_Ａ．中学校_就職希望者数(A)","人","","382.0","326.0","281.0","280.0","250.0","217.0","177.0","182.0","149.0","102.0","87.0","68.0","94.0","70.0","26.0","31.0","24.0","29.0","26.0","14.0","14.0","9.0","16.0","7.0",""
"Ｃ-12 新規学卒者職業紹介_Ａ．中学校_求人数(B)","人","502.0","544.0","409.0","462.0","528.0","637.0","628.0","766.0","535.0","396.0","281.0","235.0","167.0","143.0","103.0","20.0","25.0","17.0","21.0","10.0","9.0","17.0","6.0","13.0","5.0",""
"Ｃ-12 新規学卒者職業紹介_Ａ．中学校_就職者数(C)","人","385.0","382.0","326.0","281.0","280.0","250.0","216.0","177.0","182.0","149.0","101.0","87.0","68.0","92.0","55.0","22.0","24.0","17.0","23.0","14.0","11.0","11.0","8.0","12.0","7.0",""
"Ｃ-12 新規学卒者職業紹介_Ａ．中学校_　うち県内(D)","人","","301.0","255.0","224.0","240.0","195.0","167.0","142.0","142.0","132.0","77.0","73.0","51.0","71.0","44.0","17.0","22.0","13.0","20.0","11.0","9.0","9.0","8.0","12.0","5.0",""
"Ｃ-12 新規学卒者職業紹介_Ａ．中学校_求人倍率（B/A）","倍","","1.4240837696335078","1.2546012269938651","1.6441281138790036","1.8857142857142857","2.548","2.8940092165898617","4.327683615819209","2.9395604395604398","2.6577181208053693","2.7549019607843137","2.7011494252873565","2.4558823529411766","1.5212765957446808","1.4714285714285715","0.7692307692307693","0.8064516129032258","0.7083333333333334","0.72","0.38","0.64","1.21","0.67","0.81","0.71",""
"Ｃ-12 新規学卒者職業紹介_Ａ．中学校_就職率","％","","100.0","100.0","100.0","100.0","100.0","99.53917050691244","100.0","100.0","100.0","99.01960784313727","100.0","100.0","97.87234042553192","78.57142857142857","84.61538461538461","77.41935483870968","70.83333333333334","79.3","53.8","78.6","78.6","88.9","75.0","100.0",""
"Ｃ-12 新規学卒者職業紹介_Ａ．中学校_県内就職率","％","","78.79581151832461","78.22085889570552","79.7153024911032","85.71428571428571","78.0","77.31481481481481","80.22598870056498","78.02197802197803","88.59060402684564","76.23762376237624","83.9080459770115","75.0","77.17391304347827","80.0","77.27272727272727","91.66666666666666","76.47058823529412","87.0","78.6","81.8","81.8","100.0","100.0","71.4",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-12 新規学卒者職業紹介_Ｂ．高等学校_就職希望者数(A)","人","","4764.0","4705.0","4482.0","4727.0","5035.0","5157.0","4889.0","4354.0","3707.0","3349.0","3033.0","2772.0","2516.0","2231.0","1845.0","1815.0","1699.0","1648.0","1713.0","1670.0","1704.0","1783.0","1867.0","1726.0",""
"Ｃ-12 新規学卒者職業紹介_Ｂ．高等学校_求人数(B)","人","3908.0","4012.0","3837.0","4395.0","5639.0","7384.0","9552.0","10589.0","8975.0","6212.0","4637.0","4466.0","3685.0","3402.0","2272.0","1554.0","1404.0","1216.0","1233.0","1347.0","1452.0","1484.0","1739.0","1943.0","1845.0",""
"Ｃ-12 新規学卒者職業紹介_Ｂ．高等学校_就職者数(C)","人","4187.0","4764.0","4705.0","4482.0","4727.0","5035.0","5157.0","4889.0","4354.0","3620.0","3290.0","2947.0","2715.0","2432.0","2124.0","1721.0","1695.0","1555.0","1440.0","1615.0","1605.0","1668.0","1739.0","1831.0","1687.0",""
"Ｃ-12 新規学卒者職業紹介_Ｂ．高等学校_　うち県内(D)","人","","2709.0","2751.0","2726.0","2685.0","2865.0","2987.0","2778.0","2554.0","2225.0","2213.0","2062.0","1812.0","1544.0","1423.0","1244.0","1177.0","1074.0","1017.0","1196.0","1194.0","1201.0","1227.0","1325.0","1123.0",""
"Ｃ-12 新規学卒者職業紹介_Ｂ．高等学校_求人倍率（B/A）","倍","","0.8421494542401343","0.8155154091392136","0.9805890227576974","1.1929342077427545","1.4665342601787488","1.852239674229203","2.1658825935774186","2.0613229214515387","1.675748583760453","1.3845924156464617","1.4724695021430927","1.3293650793650793","1.3521462639109698","1.0183774092335276","0.8422764227642277","0.7735537190082644","0.7157151265450264","0.75","0.7863397548161121","0.8694610778443114","0.87","0.98","1.04","1.07",""
