"Ｓ-01 生活保護被保護世帯_Ｂ．労働力類型別被保護世帯数_世帯主が働いている世帯___その他の就業者","","380.0","327.0","287.0","214.0","159.0","129.0","106.0","111.0","111.0","101.0","84.0","69.0","71.0","58.0","50.0","46.0","47.0","52.0","58.0","63.0","66.0","64.0","63.0","65.0","77.0","106.0"
"Ｓ-01 生活保護被保護世帯_Ｂ．労働力類型別被保護世帯数_世帯員が働いている世帯","","433.0","416.0","387.0","321.0","287.0","247.0","233.0","195.0","177.0","178.0","152.0","133.0","129.0","116.0","115.0","108.0","115.0","133.0","147.0","171.0","163.0","153.0","150.0","169.0","184.0","210.0"
"Ｓ-01 生活保護被保護世帯_Ｂ．労働力類型別被保護世帯数_働いている者のいない世帯","","6147.0","6006.0","5778.0","5505.0","5304.0","5181.0","5070.0","4942.0","4897.0","4975.0","4993.0","5038.0","5133.0","5348.0","5546.0","5821.0","6140.0","6604.0","7164.0","7592.0","7881.0","8203.0","8483.0","8709.0","9076.0","10116.0"
"Ｓ-01 生活保護被保護世帯_Ｂ．労働力類型別被保護世帯数_停止中","","13.0","14.0","9.0","10.0","8.0","11.0","8.0","7.0","8.0","5.0","7.0","14.0","12.0","7.0","9.0","10.0","8.0","10.0","9.0","16.0","14.0","16.0","16.0","21.0","29.0","38.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_総 数","人","13352.0","12485.0","11766.0","10670.0","9787.0","9196.0","8760.0","8314.0","8102.0","8070.0","7893.0","7670.0","7684.0","7839.0","8030.0","8353.0","8756.0","9432.0","10314.0","11017.0","11404.0","11719.0","12000.0","12325.0","12997.0","14489.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_生活扶助","人","11989.0","11248.0","10590.0","9522.0","8716.0","8197.0","7790.0","7394.0","7142.0","7081.0","6835.0","6643.0","6613.0","6724.0","6890.0","7239.0","7585.0","8275.0","9147.0","9782.0","10075.0","10346.0","10622.0","10947.0","11570.0","12848.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_住宅扶助","人","8261.0","7963.0","7582.0","6969.0","6471.0","6145.0","5807.0","5515.0","5431.0","5454.0","5366.0","5242.0","5229.0","5402.0","5623.0","5944.0","6251.0","6825.0","7658.0","8347.0","8680.0","8994.0","9313.0","9538.0","10110.0","11284.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_教育扶助","人","2068.0","1802.0","1716.0","1364.0","1151.0","1019.0","894.0","767.0","721.0","671.0","599.0","553.0","521.0","502.0","493.0","514.0","540.0","592.0","653.0","714.0","741.0","719.0","724.0","703.0","735.0","732.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_介護扶助","人","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－","629.0","863.0","1153.0","1464.0","1714.0","1931.0","1810.0","2079.0","2280.0","2376.0","2784.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_医療扶助","人","8531.0","8205.0","8792.0","8442.0","7768.0","6687.0","6428.0","6297.0","6291.0","6245.0","6287.0","6234.0","6244.0","6413.0","6678.0","6962.0","7379.0","7905.0","8572.0","9130.0","9555.0","9675.0","9980.0","10180.0","10652.0","11955.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_出産扶助","人","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","－ ","1.0","－ ","1.0","1.0","1.0","1.0","2.0","2.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_生業扶助","人","7.0","5.0","5.0","4.0","4.0","4.0","6.0","3.0","4.0","5.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","5.0","179.0","215.0","213.0","203.0","238.0","299.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_被保護人員 （人）_葬祭扶助","人","17.0","15.0","12.0","11.0","13.0","11.0","16.0","13.0","13.0","13.0","13.0","14.0","11.0","13.0","13.0","13.0","14.0","17.0","17.0","19.0","19.0","19.0","20.0","22.0","24.0","24.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_総 数","百万円","12476.0","12018.0","11896.0","11269.0","10915.0","10545.0","10803.0","11040.0","11235.0","11585.0","12242.0","12742.0","13123.0","13878.0","14566.0","15067.0","16002.0","16995.0","18356.0","19112.0","20030.0","20476.0","20768.0","21199.0","22184.0","24854.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_生活扶助","百万円","4084.0","3871.0","3709.0","3557.0","3414.0","3382.0","3484.0","3570.0","3667.0","3771.0","3751.0","3826.0","4013.0","4230.0","4348.0","4611.0","4869.0","5373.0","5903.0","6113.0","6169.0","6313.0","6440.0","6550.0","6969.0","7806.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_住宅扶助","百万円","608.0","630.0","340.0","630.0","631.0","645.0","643.0","660.0","675.0","718.0","748.0","779.0","822.0","892.0","975.0","1069.0","1212.0","1337.0","1554.0","1735.0","1850.0","1982.0","2092.0","2195.0","2388.0","2788.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_教育扶助","百万円","104.0","94.0","86.0","71.0","63.0","56.0","49.0","44.0","42.0","42.0","38.0","35.0","36.0","34.0","34.0","35.0","36.0","44.0","46.0","48.0","48.0","47.0","48.0","47.0","70.0","77.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_介護扶助","百万円","－ ","","","","","－ ","","","","","－ ","","","","－","108.0","189.0","283.0","422.0","499.0","508.0","509.0","539.0","570.0","578.0","667.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_医療扶助","百万円","7651.0","7398.0","7438.0","6991.0","6784.0","6440.0","6589.0","6742.0","6830.0","7031.0","7681.0","8074.0","8230.0","8698.0","9181.0","9214.0","9669.0","9922.0","10387.0","10669.0","11388.0","11537.0","11113.0","11747.0","12071.0","13398.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_出産扶助","百万円","4.0","3.0","3.0","3.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","－ ","3.0","1.0","3.0","2.0","2.0","2.0","4.0","6.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_生業扶助","百万円","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","5.0","23.0","42.0","44.0","41.0","54.0","52.0"
"Ｓ-02 扶助の種類別生活保護被保護人員及び保護費_  保護費_葬祭扶助","百万円","22.0","20.0","17.0","16.0","20.0","18.0","23.0","21.0","18.0","20.0","21.0","24.0","20.0","23.0","25.0","28.0","27.0","34.0","38.0","43.0","42.0","44.0","46.0","47.0","50.0","60.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-03 生活保護の状況_被保護世帯(停止中を含む)","世帯","-","-","-","-","-","5979.0","5806.0","5634.0","5565.0","5604.0","5562.0","5534.0","5613.0","5796.0","5976.0","6243.0","6557.0","7072.0","7686.0","8191.0","8543.0","8873.0","9183.0","9448.0","9924.0","11212.0"
"Ｓ-03 生活保護の状況_被保護人員(停止中を含む)","人","-","-","-","-","-","9197.0","8763.0","8317.0","8106.0","8071.0","7897.0","7698.0","7684.0","7839.0","8030.0","8353.0","8756.0","9432.0","10314.0","11017.0","11404.0","11719.0","12000.0","12325.0","12997.0","14489.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_施設数（総数）","","-","-","-","-","-","12.0","14.0","14.0","14.0","14.0","15.0","15.0","15.0","15.0","15.0","17.0","17.0","17.0","17.0","17.0","20.0","20.0","13.0","7.0","6.0","4.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_施設数（総数）_国","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_施設数（総数）_県","","-","-","-","-","-","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","0.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_施設数（総数）_市町村","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_施設数（総数）_法人","","-","-","-","-","-","9.0","11.0","11.0","11.0","12.0","13.0","13.0","13.0","13.0","13.0","15.0","15.0","15.0","15.0","15.0","18.0","18.0","11.0","6.0","5.0","4.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_施設数（総数）_その他","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_入所定員","人","-","-","-","-","-","390.0","440.0","440.0","440.0","470.0","490.0","515.0","515.0","515.0","515.0","535.0","535.0","535.0","535.0","535.0","602.0","602.0","545.0","330.0","260.0","160.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_在所者_男","人","-","-","-","-","-","234.0","240.0","242.0","236.0","248.0","248.0","256.0","263.0","259.0","256.0","291.0","286.0","281.0","281.0","275.0","292.0","296.0","… ","… ","… ","… "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_在所者_女","人","-","-","-","-","-","156.0","172.0","169.0","170.0","166.0","176.0","172.0","197.0","206.0","200.0","202.0","206.0","198.0","194.0","189.0","212.0","214.0","… ","… ","… ","… "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_身体障害者更生援護施設( 4月 1日現在)_通所者","人","-","-","-","-","-","-","-","-","-","2.0","3.0","8.0","4.0","5.0","8.0","9.0","15.0","25.0","27.0","22.0","20.0","20.0","… ","… ","… ","… "
"","","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_施設数（総数）","","-","-","-","-","-","10.0","10.0","10.0","10.0","12.0","11.0","12.0","12.0","12.0","12.0","12.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","12.0","12.0","12.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_施設数（総数）_国","","-","-","-","-","-","-","-","-","0.0","1.0","0.0","-","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_施設数（総数）_県","","-","-","-","-","-","4.0","4.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","1.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_施設数（総数）_市町村","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_施設数（総数）_法人","","-","-","-","-","-","6.0","6.0","5.0","5.0","6.0","5.0","7.0","7.0","7.0","7.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","6.0","6.0","11.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_施設数（総数）_その他","","-","-","-","-","-","-","-","-","0.0","-","1.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_定員","人","-","-","-","-","-","705.0","563.0","505.0","485.0","655.0","495.0","515.0","515.0","515.0","515.0","515.0","530.0","530.0","530.0","530.0","525.0","475.0","475.0","464.0","464.0","468.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_在所者","人","-","-","-","-","-","410.0","441.0","398.0","384.0","377.0","385.0","403.0","393.0","405.0","403.0","411.0","427.0","428.0","357.0","406.0","407.0","416.0","422.0","492.0","446.0","417.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_在所者_男","人","-","-","-","-","-","235.0","257.0","234.0","223.0","219.0","221.0","203.0","230.0","242.0","232.0","245.0","258.0","271.0","223.0","240.0","244.0","256.0","248.0","293.0","259.0","241.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_児童福祉施設（４月１日現在）_在所者_女","人","-","-","-","-","-","175.0","184.0","164.0","161.0","158.0","164.0","171.0","163.0","163.0","171.0","166.0","169.0","157.0","134.0","166.0","163.0","160.0","174.0","199.0","187.0","176.0"
"","","-","-","-","-","-","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_施設数（総数）","","-","-","-","-","-","16.0","17.0","18.0","19.0","21.0","23.0","30.0","27.0","28.0","30.0","32.0","34.0","37.0","42.0","45.0","47.0","52.0","53.0","38.0","26.0","13.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_施設数（総数）_国","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_施設数（総数）_県","","-","-","-","-","-","3.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_施設数（総数）_市町村","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_施設数（総数）_法人","","-","-","-","-","-","13.0","14.0","14.0","15.0","17.0","19.0","26.0","23.0","24.0","26.0","28.0","30.0","33.0","38.0","41.0","43.0","48.0","49.0","38.0","26.0","13.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_施設数（総数）_その他","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_定員","人","-","-","-","-","-","795.0","825.0","865.0","885.0","945.0","1078.0","1336.0","1261.0","1291.0","1336.0","1406.0","1473.0","1586.0","1790.0","1882.0","1971.0","2153.0","2177.0","1213.0","966.0","557.0"
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_在所者","人","-","-","-","-","-","766.0","798.0","847.0","880.0","915.0","1050.0","1317.0","1243.0","1277.0","1317.0","1370.0","1398.0","1527.0","1693.0","1823.0","1900.0","2056.0","… ","… ","… ","… "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_在所者_男","人","-","-","-","-","-","474.0","488.0","522.0","541.0","552.0","638.0","787.0","754.0","769.0","787.0","818.0","830.0","906.0","1015.0","1102.0","1149.0","1254.0","… ","… ","… ","… "
"Ｓ-04 主な社会福祉施設_Ａ．障害福祉施設_知的障害者援護施設（４月１日現在）_在所者_女","人","-","-","-","-","-","292.0","310.0","325.0","339.0","363.0","412.0","530.0","489.0","508.0","530.0","552.0","568.0","621.0","678.0","721.0","751.0","802.0","… ","… ","… ","… "
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_施設数（総数）","","","","","","","","","","","","","","","","","","","","","","","","","","111.0","182.0"
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_施設数（総数）_国","所","","","","","","","","","","","","","","","","","","","","","","","","","-","-"
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_施設数（総数）_県","所","","","","","","","","","","","","","","","","","","","","","","","","","14.0","-"
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_施設数（総数）_市町村","所","","","","","","","","","","","","","","","","","","","","","","","","","-","-"
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_施設数（総数）_法人","所","","","","","","","","","","","","","","","","","","","","","","","","","95.0","176.0"
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_施設数（総数）_その他","所","","","","","","","","","","","","","","","","","","","","","","","","","2.0","6.0"
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_定員","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_在所者","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_在所者_男","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｂ．老人福祉施設( 3月末日現在)_在所者_女","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_施設数（総数）","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_施設数（総数）_国","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_施設数（総数）_県","所","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_施設数（総数）_市町村","人","","","","","","","","","","","","","","","","","","","","","","","","","2758.0","4340.0"
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_施設数（総数）_法人","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_施設数（総数）_その他","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_定員","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_在所者","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_在所者_男","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｃ．児童福祉施設( 3月末日現在)_在所者_女","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_施設数（総数）","人","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_施設数（総数）_国","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_施設数（総数）_県","","-","-","-","-","-","46.0","47.0","52.0","52.0","57.0","59.0","64.0","67.0","74.0","77.0","79.0","80.0","82.0","89.0","91.0","95.0","101.0","102.0","106.0","110.0","119.0"
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_施設数（総数）_市町村","","-","-","-","-","-","-","-","-","0.0","0.0","0.0","0.0","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_施設数（総数）_法人","","-","-","-","-","-","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","－ "
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_施設数（総数）_その他","","-","-","-","-","-","18.0","21.0","21.0","21.0","21.0","21.0","23.0","21.0","22.0","23.0","23.0","23.0","23.0","23.0","23.0","23.0","23.0","23.0","21.0","21.0","21.0"
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_定員","","-","-","-","-","-","25.0","25.0","29.0","29.0","34.0","36.0","41.0","44.0","50.0","52.0","54.0","55.0","58.0","65.0","67.0","71.0","77.0","78.0","84.0","88.0","98.0"
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_在所者","","-","-","-","-","-","2.0","-","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｓ-04 主な社会福祉施設_Ｄ．保護施設( 3月末日現在)_在所者_男","人","-","-","-","-","-","3155.0","3295.0","3545.0","3595.0","3815.0","3915.0","4156.0","4276.0","4597.0","4757.0","4847.0","4897.0","4982.0","5306.0","5505.0","5732.0","6022.0","6042.0","6186.0","6378.0","6947.0"
